Bus_ID,Bus_Name,Bus_Number_Plate,Bus_Color,Bus_Brand,Class,Departure_Time,Arrival_Time,Duration,Price,Origin_ID,Destination_ID,Capacity
1873,Gyalshing Bus Stand - Thiruvananthapuram Central Bus Station,BH 9320 WE,Black,VOLVO BUSES,AC Sleeper,2023-10-03 02:56:18,2023-10-03 12:27:18,571,664,364,261,31
1874,Barnala Bus Terminal - Shivpuri Bus Station,BH 0197 EG,Pink,EICHER MOTORS,AC Executive,2023-09-11 17:14:35,2023-09-12 03:17:35,603,1166,312,92,50
1875,Medak Bus Terminal - Leh Bus Stand,BH 8327 PH,Purple,EICHER MOTORS,AC Sleeper,2023-10-21 00:28:25,2023-10-21 11:50:25,682,597,332,154,50
1876,Sangli Bus Stand - Rangat Bus Terminal,BH 4869 YF,Pink,FORCE MOTORS,Non AC Sleeper,2023-09-15 15:51:27,2023-09-16 01:14:27,563,488,196,430,45
1877,Palanpur Bus Station - Bikaner Bus Station,BH 1841 BD,White,VOLVO BUSES,AC Sleeper,2023-09-26 02:42:01,2023-09-26 10:59:01,497,688,297,66,52
1878,Mansa Bus Station - Vadodara Central Bus Terminal,BH 7040 VA,Yellow,EICHER MOTORS,AC Executive,2023-10-23 20:51:18,2023-10-24 08:40:18,709,1264,315,283,49
1879,Raigad Bus Stop - Jalandhar Bus Stand,BH 0257 NO,Black,MERCEDES BENZ,Non AC Executive,2023-09-05 08:04:39,2023-09-05 17:07:39,543,785,200,303,44
1880,India Gate - Chaibasa Bus Depot,BH 0933 IS,Yellow,ASHOK LEYLAND,AC Executive,2023-10-17 01:43:18,2023-10-17 11:33:18,590,1410,5,250,54
1881,Howrah Bus Station - Damoh Bus Stand,BH 9895 TZ,Grey,SOLARIS,Non AC Executive,2023-10-28 03:55:43,2023-10-28 14:13:43,618,831,374,89,46
1882,Rajiv Chowk - Haldia Bus Terminal,BH 7327 AC,Purple,EICHER MOTORS,Non AC Sleeper,2023-09-10 05:26:55,2023-09-10 16:47:55,681,280,0,379,30
1883,Hanumangarh Depot - ISBT Kashmere Gate,BH 5266 OG,Green,BYD COMPANY LTD,Non AC Sleeper,2023-09-05 03:00:00,2023-09-05 13:02:00,602,388,77,6,30
1884,Jamnagar Bus Terminus - Gwalior Bus Terminal,BH 5020 LO,Red,BLUE BIRD CORPORATION,AC Sleeper,2023-09-19 07:46:30,2023-09-19 17:56:30,610,523,286,83,44
1885,Karol Bagh - Valsad Bus Stop,BH 3877 PB,Blue,ASHOK LEYLAND,AC Sleeper,2023-10-15 02:17:10,2023-10-15 12:43:10,626,556,8,298,42
1886,Sangrur Bus Stop - Balasore Bus Depot,BH 6156 QE,Yellow,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-09-05 06:54:33,2023-09-05 15:27:33,513,419,311,462,55
1887,Rajouri Bus Depot - Purulia Bus Terminal,BH 4158 XI,Red,ASHOK LEYLAND,Non AC Executive,2023-10-15 20:28:29,2023-10-16 06:56:29,628,810,150,389,44
1888,Tonk Bus Stop - Shahjahanpur Depot,BH 3954 DO,Black,EICHER MOTORS,Non AC Sleeper,2023-09-20 23:33:53,2023-09-21 09:50:53,617,298,79,115,45
1889,Gurdaspur Bus Stand - Haldia Bus Terminal,BH 9335 RQ,White,EICHER MOTORS,AC Sleeper,2023-09-06 17:55:54,2023-09-07 05:52:54,717,675,313,379,30
1890,Hubballi Bus Terminal - Darbhanga Bus Stand,BH 6126 NY,Red,TATA MOTORS,AC Executive,2023-10-24 17:34:01,2023-10-25 05:29:01,715,1359,223,205,34
1891,Balurghat Bus Stop - Kishangarh Stand,BH 2188 JU,Grey,SOLARIS,AC Executive,2023-09-28 03:03:42,2023-09-28 14:01:42,658,1177,384,58,52
1892,Saraikela-Kharsawan Bus Terminal - Akola Bus Depot,BH 8320 VJ,White,EICHER MOTORS,AC Sleeper,2023-10-12 10:54:53,2023-10-12 21:12:53,618,615,258,190,31
1893,Kakinada Bus Depot - Dahod Bus Stand,BH 2910 VI,Brown,VOLVO BUSES,AC Sleeper,2023-09-01 01:45:37,2023-09-01 10:11:37,506,610,348,299,36
1894,Latur Bus Stand - Alappuzha Bus Stand,BH 7212 CS,Blue,TATA MOTORS,AC Sleeper,2023-10-16 21:20:57,2023-10-17 08:54:57,694,675,191,266,30
1895,Bhopal Bus Stand - Mehsana Bus Stop,BH 9627 LJ,Green,VOLVO BUSES,Non AC Executive,2023-10-27 11:48:09,2023-10-27 21:29:09,581,802,81,293,52
1896,Agartala Bus Stand - Amravati Bus Stand,BH 5454 DY,Black,EICHER MOTORS,Non AC Sleeper,2023-09-26 19:00:00,2023-09-27 05:02:00,602,270,421,189,37
1897,Churachandpur Bus Station - Mayur Vihar,BH 9631 VR,Pink,TATA MOTORS,Non AC Executive,2023-10-04 04:13:00,2023-10-04 13:46:00,573,959,419,16,38
1898,Leh Bus Stand - Dhule Bus Station,BH 8791 UW,Brown,FORCE MOTORS,Non AC Sleeper,2023-09-24 16:56:21,2023-09-25 01:55:21,539,294,154,192,34
1899,Kharagpur Bus Stop - Gulbarga Bus Stand,BH 8733 TT,Yellow,BLUE BIRD CORPORATION,AC Sleeper,2023-10-05 01:17:13,2023-10-05 13:02:13,705,609,380,232,37
1900,Alipurduar Bus Stop - Ukhrul Bus Stop,BH 7890 WA,Brown,FORCE MOTORS,Non AC Sleeper,2023-09-15 18:54:17,2023-09-16 06:53:17,719,469,388,420,53
1901,Katra Bus Terminus - Rourkela Bus Stop,BH 1232 FI,Brown,BYD COMPANY LTD,Non AC Sleeper,2023-10-21 01:56:09,2023-10-21 13:23:09,687,327,157,461,55
1902,Deoghar Bus Stand - Malappuram Bus Stand,BH 5989 QE,Yellow,MERCEDES BENZ,AC Sleeper,2023-10-07 11:28:43,2023-10-07 22:02:43,634,691,246,274,37
1903,Ajmer Bus Terminal - Sitamarhi Bus Stop,BH 1612 GG,Blue,ASHOK LEYLAND,AC Sleeper,2023-09-12 13:26:57,2023-09-13 00:00:57,634,534,44,220,45
1904,Valsad Bus Stop - Allahabad Civil Lines,BH 8364 PP,Red,BYD COMPANY LTD,Non AC Executive,2023-09-06 22:56:45,2023-09-07 09:58:45,662,938,298,105,52
1905,Kollam KSRTC Bus Stand - Burdwan Bus Stand,BH 8575 ES,Black,MAHINDRA & MAHINDRA,Non AC Executive,2023-10-16 07:43:22,2023-10-16 16:34:22,531,866,265,378,38
1906,Simdega Bus Terminal - Sangrur Bus Stop,BH 9317 FC,Purple,TATA MOTORS,AC Executive,2023-10-22 10:57:02,2023-10-22 22:56:02,719,1337,254,311,33
1907,Ara Bus Terminus - Khandwa Bus Stop,BH 9584 FL,Red,BYD COMPANY LTD,Non AC Sleeper,2023-10-10 00:18:18,2023-10-10 10:13:18,595,276,207,96,37
1908,Tadipatri Bus Terminal - Ukhrul Bus Stop,BH 0492 SV,Black,BLUE BIRD CORPORATION,AC Sleeper,2023-10-07 04:22:15,2023-10-07 14:19:15,597,716,360,420,38
1909,Mandi Bus Station - Sikar Road Junction,BH 8599 SB,Black,EICHER MOTORS,Non AC Executive,2023-10-11 17:20:21,2023-10-12 01:41:21,501,777,165,68,40
1910,Jagatsinghpur Bus Stand - Mayabunder Bus Stop,BH 0609 JS,Green,MAHINDRA & MAHINDRA,AC Executive,2023-09-26 14:08:57,2023-09-26 22:37:57,509,1155,474,429,50
1911,Kaithal Bus Stop - Cooch Behar Bus Station,BH 2042 AG,White,EICHER MOTORS,Non AC Executive,2023-09-28 03:22:56,2023-09-28 12:09:56,527,887,30,387,40
1912,Rohini - Kota Bus Stand,BH 1254 ST,Black,SOLARIS,Non AC Executive,2023-09-05 06:59:00,2023-09-05 15:25:00,506,882,12,45,54
1913,Sarai Kale Khan - Chikkamagaluru Bus Terminal,BH 1210 BH,White,BLUE BIRD CORPORATION,AC Executive,2023-10-27 01:39:51,2023-10-27 10:49:51,550,1150,19,240,31
1914,Wayanad Bus Depot - Howrah Bus Station,BH 1887 TV,Pink,TATA MOTORS,AC Executive,2023-09-02 23:42:48,2023-09-03 09:27:48,585,1238,273,374,48
1915,Daman Bus Stand - Kishtwar Bus Terminal,BH 7849 BZ,Brown,TATA MOTORS,AC Sleeper,2023-09-26 04:39:30,2023-09-26 13:13:30,514,506,432,153,35
1916,Aligarh Stand - Tonk Bus Stop,BH 0538 TG,Purple,FORCE MOTORS,AC Executive,2023-09-18 11:59:14,2023-09-18 20:38:14,519,1500,109,59,43
1917,Nani Daman Bus Stand - Karimnagar Bus Station,BH 9473 PD,White,EICHER MOTORS,Non AC Executive,2023-10-08 17:18:49,2023-10-09 01:43:49,505,913,435,325,45
1918,Rajkot Bus Stand - Katihar Bus Terminal,BH 3798 MZ,White,SOLARIS,AC Sleeper,2023-10-28 20:49:38,2023-10-29 06:07:38,558,687,284,218,32
1919,Vijayawada Pandit Nehru Bus Station - Hubballi Bus Terminal,BH 9377 CG,Blue,BYD COMPANY LTD,Non AC Sleeper,2023-09-14 06:34:46,2023-09-14 18:17:46,703,450,342,223,51
1920,Barmer Terminal - Anantapur Bus Station,BH 0576 SD,Purple,EICHER MOTORS,Non AC Executive,2023-10-16 14:00:09,2023-10-17 01:47:09,707,979,70,350,44
1921,Kohima Bus Stand - Pune Swargate Bus Stand,BH 0624 ZN,Yellow,SOLARIS,AC Executive,2023-10-11 04:07:11,2023-10-11 15:00:11,653,1100,403,182,53
1922,Pali Bus Stand - Kota Bus Stand,BH 2837 SY,Pink,VOLVO BUSES,AC Sleeper,2023-09-18 23:03:24,2023-09-19 07:59:24,536,664,54,45,53
1923,Kozhikode Mofussil Bus Stand - Dwarka Sector 21,BH 5039 IC,Blue,SOLARIS,AC Executive,2023-09-21 22:31:44,2023-09-22 07:24:44,533,1057,263,9,51
1924,Mehsana Bus Stop - Ajmer Bus Terminal,BH 3775 YA,White,BYD COMPANY LTD,AC Sleeper,2023-09-12 10:20:43,2023-09-12 19:01:43,521,656,293,64,32
1925,Surendranagar Bus Depot - Nashik Central Bus Stand,BH 5904 EK,Red,TATA MOTORS,AC Sleeper,2023-09-11 11:14:50,2023-09-11 19:41:50,507,707,294,184,42
1926,Bhilai Power House Bus Stand - Valpoi Bus Stand,BH 0845 WO,Black,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-10-05 09:09:04,2023-10-05 18:35:04,566,310,439,402,44
1927,Vijayawada Pandit Nehru Bus Station - Hoshangabad Bus Stand,BH 2726 IQ,Pink,VOLVO BUSES,Non AC Executive,2023-10-14 14:52:24,2023-10-14 23:25:24,513,943,342,91,46
1928,Tiruppur Bus Terminus - Rangpo Bus Terminal,BH 2778 XF,Green,EICHER MOTORS,Non AC Sleeper,2023-10-24 04:18:09,2023-10-24 16:02:09,704,469,135,365,39
1929,Janjgir Bus Terminal - Suryapet Bus Stand,BH 3693 BG,Grey,TATA MOTORS,AC Executive,2023-09-07 12:47:30,2023-09-07 22:08:30,561,1155,449,336,38
1930,Rajiv Chowk - Narnaul Bus Station,BH 0303 OO,Black,TATA MOTORS,AC Sleeper,2023-10-13 23:22:35,2023-10-14 09:01:35,579,727,0,39,36
1931,Saharanpur Bus Depot - Bikaner Bus Station,BH 6388 ZP,Yellow,FORCE MOTORS,AC Executive,2023-10-11 02:38:08,2023-10-11 12:05:08,567,1277,118,66,36
1932,Sasaram Bus Stand - Nandyal Bus Terminal,BH 6073 IM,Brown,BYD COMPANY LTD,AC Sleeper,2023-09-14 10:43:54,2023-09-14 21:30:54,647,565,213,354,37
1933,Siliguri Tenzing Norgay Bus Terminus - Faridkot Bus Station,BH 0281 ES,Blue,FORCE MOTORS,Non AC Executive,2023-09-04 20:30:41,2023-09-05 08:09:41,699,825,375,310,45
1934,Bahadurgarh Terminal - Shahjahanpur Depot,BH 6582 OT,Red,BYD COMPANY LTD,AC Executive,2023-10-20 02:50:11,2023-10-20 13:04:11,614,1264,37,115,46
1935,Chennai Mofussil Bus Terminus - Chhindwara Bus Terminal,BH 9975 QS,Red,FORCE MOTORS,AC Sleeper,2023-10-17 05:55:44,2023-10-17 15:07:44,552,597,121,90,38
1936,Katra Bus Terminus - Porbandar Bus Stand,BH 1791 JL,Red,MAHINDRA & MAHINDRA,AC Sleeper,2023-10-17 00:59:57,2023-10-17 11:05:57,606,579,157,291,44
1937,ISBT Kashmere Gate - Pakur Bus Stand,BH 1996 HS,Green,SOLARIS,AC Sleeper,2023-10-16 18:55:01,2023-10-17 05:51:01,656,584,6,252,35
1938,Nadiad Bus Station - Mokokchung Bus Stand,BH 7751 YC,Yellow,BYD COMPANY LTD,Non AC Executive,2023-10-01 06:42:36,2023-10-01 17:35:36,653,935,292,405,49
1939,Jamui Bus Stop - Margao KTC Bus Stand,BH 0581 QV,Brown,BLUE BIRD CORPORATION,Non AC Sleeper,2023-10-18 21:40:44,2023-10-19 08:06:44,626,327,216,394,55
1940,Bharuch Bus Terminal - Salem New Bus Stand,BH 3525 RW,Blue,BYD COMPANY LTD,AC Sleeper,2023-09-11 06:33:47,2023-09-11 17:08:47,635,584,290,126,38
1941,Bicholim Bus Stand - Bhuj Bus Terminal,BH 6684 RV,Yellow,FORCE MOTORS,Non AC Sleeper,2023-10-10 12:45:38,2023-10-10 21:46:38,541,364,399,296,47
1942,Rohini - Balurghat Bus Stop,BH 8141 VD,White,SOLARIS,Non AC Executive,2023-09-04 00:14:17,2023-09-04 11:05:17,651,847,12,384,48
1943,Dalhousie Bus Stand - Akola Bus Depot,BH 9838 EZ,Blue,TATA MOTORS,AC Executive,2023-09-04 08:02:03,2023-09-04 16:45:03,523,1408,166,190,54
1944,Pune Swargate Bus Stand - Nadiad Bus Station,BH 6418 SF,Purple,VOLVO BUSES,Non AC Sleeper,2023-10-22 04:28:10,2023-10-22 15:18:10,650,391,182,292,50
1945,Bikaner Bus Station - Kurnool Bus Station,BH 9227 AE,White,TATA MOTORS,Non AC Executive,2023-09-20 23:09:52,2023-09-21 08:33:52,564,939,66,346,46
1946,Allahabad Civil Lines - Tirupati Central Bus Stand,BH 9745 BD,Yellow,TATA MOTORS,AC Sleeper,2023-09-21 13:07:30,2023-09-21 23:39:30,632,660,105,343,30
1947,Gandhinagar Bus Depot - Bilaspur Bus Depot,BH 6350 MR,Grey,EICHER MOTORS,Non AC Executive,2023-09-23 05:24:04,2023-09-23 13:55:04,511,835,288,170,34
1948,Erode Bus Terminus - Rohini,BH 6572 DR,Purple,ASHOK LEYLAND,Non AC Sleeper,2023-10-18 16:51:07,2023-10-19 01:33:07,522,491,129,12,53
1949,Bathinda Bus Stand - Khammam Bus Terminal,BH 1848 OO,Purple,BLUE BIRD CORPORATION,Non AC Sleeper,2023-09-22 08:56:47,2023-09-22 18:19:47,563,360,305,326,31
1950,Sitamarhi Bus Stop - Faridkot Bus Station,BH 5817 DX,Green,EICHER MOTORS,AC Sleeper,2023-09-14 21:26:51,2023-09-15 06:27:51,541,720,220,310,46
1951,Rohini - Thiruvananthapuram Central Bus Station,BH 2073 TO,Yellow,MAHINDRA & MAHINDRA,AC Executive,2023-09-14 20:58:18,2023-09-15 08:47:18,709,1346,12,261,38
1952,Barnala Bus Terminal - Bargarh Bus Stand,BH 2798 SK,Grey,TATA MOTORS,AC Executive,2023-10-04 14:28:22,2023-10-05 02:00:22,692,1003,312,463,38
1953,Mangaluru Central Bus Station - Ludhiana Inter-State Bus Terminal,BH 0340 OL,Grey,MERCEDES BENZ,AC Executive,2023-10-27 06:41:32,2023-10-27 17:15:32,634,1380,225,302,30
1954,Kakching Bus Stand - Ballari Bus Stand,BH 2512 MN,White,BYD COMPANY LTD,Non AC Sleeper,2023-10-10 01:06:25,2023-10-10 09:32:25,506,459,416,226,30
1955,Darbhanga Bus Stand - Nehru Place,BH 8606 JP,Grey,MAHINDRA & MAHINDRA,AC Sleeper,2023-09-02 16:33:40,2023-09-03 01:27:40,534,686,205,1,30
1956,Pali Bus Stand - Davangere Bus Terminus,BH 4069 BF,Green,BYD COMPANY LTD,AC Executive,2023-10-17 16:59:48,2023-10-18 02:41:48,582,1058,54,228,37
1957,Vasco da Gama Bus Terminal - Gandhidham Bus Stand,BH 6302 XZ,Green,VOLVO BUSES,Non AC Sleeper,2023-09-08 04:03:01,2023-09-08 15:30:01,687,372,396,295,36
1958,Haldia Bus Terminal - Ballari Bus Stand,BH 0539 CH,Blue,MERCEDES BENZ,Non AC Executive,2023-09-01 15:39:01,2023-09-02 00:56:01,557,906,379,226,54
1959,Chitradurga Bus Stand - Malout Bus Station,BH 2013 NY,Grey,VOLVO BUSES,AC Sleeper,2023-10-08 21:00:20,2023-10-09 05:55:20,535,520,239,320,53
1960,Aalo Bus Stand - Bharatpur Bus Station,BH 1604 GC,Red,EICHER MOTORS,AC Executive,2023-10-08 18:44:18,2023-10-09 03:02:18,498,1347,413,75,42
1961,Aligarh Stand - Bijapur Bus Stop,BH 0720 DR,Purple,SOLARIS,Non AC Executive,2023-09-18 15:20:20,2023-09-19 02:30:20,670,754,109,452,39
1962,Alappuzha Bus Stand - Panchkula Junction,BH 1975 YQ,Grey,BYD COMPANY LTD,AC Executive,2023-09-07 20:38:32,2023-09-08 08:10:32,692,1121,266,35,35
1963,Darbhanga Bus Stand - Nalgonda Bus Stand,BH 1103 WU,Green,FORCE MOTORS,Non AC Sleeper,2023-10-29 19:45:15,2023-10-30 07:43:15,718,285,205,328,42
1964,Diglipur Bus Stand - Nani Daman Bus Stand,BH 8955 WF,Pink,MERCEDES BENZ,Non AC Sleeper,2023-09-08 09:26:55,2023-09-08 18:15:55,529,481,428,435,31
1965,Dungarpur Bus Stop - ISBT Kashmere Gate,BH 3438 ZS,Red,BLUE BIRD CORPORATION,Non AC Executive,2023-09-30 14:23:01,2023-09-30 22:52:01,509,834,49,6,41
1966,Kozhikode Mofussil Bus Stand - Kottayam Bus Station,BH 5617 DJ,Brown,BYD COMPANY LTD,Non AC Executive,2023-09-30 18:19:53,2023-10-01 02:38:53,499,801,263,268,50
1967,Motihari Bus Stand - Cooch Behar Bus Station,BH 3950 NA,Pink,ASHOK LEYLAND,AC Executive,2023-09-25 12:08:47,2023-09-25 23:56:47,708,1359,210,387,47
1968,Bharuch Bus Terminal - Deoghar Bus Stand,BH 7206 UO,Grey,BLUE BIRD CORPORATION,Non AC Sleeper,2023-09-24 02:18:23,2023-09-24 10:24:23,486,369,290,246,33
1969,Machilipatnam Bus Stand - Neemuch Bus Station,BH 9008 QM,Grey,SOLARIS,AC Sleeper,2023-10-14 20:13:24,2023-10-15 07:36:24,683,594,355,98,53
1970,Surat Central Bus Depot - Vadodara Central Bus Terminal,BH 7898 BG,Grey,FORCE MOTORS,Non AC Sleeper,2023-10-01 05:46:02,2023-10-01 14:24:02,518,302,282,283,49
1971,Deoghar Bus Stand - Anand Bus Stop,BH 3449 QM,Black,ASHOK LEYLAND,AC Executive,2023-10-10 00:28:13,2023-10-10 11:07:13,639,1493,246,289,52
1972,Keonjhar Bus Station - Nagaur Terminal,BH 4286 OP,White,MERCEDES BENZ,AC Sleeper,2023-10-05 10:06:18,2023-10-05 21:19:18,673,562,466,80,51
1973,ITO - Warangal Central Bus Stand,BH 8696 IV,Green,FORCE MOTORS,Non AC Sleeper,2023-09-30 09:53:53,2023-09-30 17:59:53,486,439,10,323,48
1974,Gulmarg Bus Stand - Kolkata Esplanade Bus Terminus,BH 4051 HI,Yellow,SOLARIS,AC Sleeper,2023-09-27 21:34:41,2023-09-28 05:45:41,491,623,159,373,41
1975,Koraput Bus Stand - Shivpuri Bus Station,BH 1097 LA,Pink,SOLARIS,Non AC Executive,2023-09-14 10:30:06,2023-09-14 19:37:06,547,822,465,92,43
1976,Porbandar Bus Stand - Sikar Road Junction,BH 7913 YN,Blue,VOLVO BUSES,Non AC Sleeper,2023-09-05 11:49:38,2023-09-05 22:48:38,659,332,291,48,48
1977,Mumbai Central Bus Depot - Jamshedpur Bus Stand,BH 2591 FG,Yellow,BLUE BIRD CORPORATION,Non AC Executive,2023-10-23 13:47:30,2023-10-23 22:14:30,507,982,181,242,51
1978,Mokokchung Bus Stand - Balod Bus Terminal,BH 7375 ZP,Pink,VOLVO BUSES,Non AC Sleeper,2023-09-05 04:04:26,2023-09-05 12:26:26,502,348,405,454,51
1979,Pali Bus Stand - Sirmaur Bus Stand,BH 0776 IW,Black,ASHOK LEYLAND,AC Sleeper,2023-10-11 01:27:52,2023-10-11 09:39:52,492,678,54,172,31
1980,Jaisalmer Bus Terminal - Kashmiri Gate,BH 9417 LK,Green,MAHINDRA & MAHINDRA,AC Executive,2023-10-26 15:37:16,2023-10-27 01:16:16,579,1474,56,4,48
1981,Nayagarh Bus Stand - Srikakulam Bus Depot,BH 2650 MH,Red,ASHOK LEYLAND,Non AC Sleeper,2023-10-27 23:21:04,2023-10-28 10:38:04,677,259,468,358,42
1982,Tenali Bus Stand - Lajpat Nagar,BH 7183 NR,Red,MAHINDRA & MAHINDRA,Non AC Executive,2023-09-18 10:17:03,2023-09-18 21:48:03,691,820,359,7,51
1983,Yadadri Bus Station - Koraput Bus Stand,BH 4374 JR,Yellow,SOLARIS,AC Sleeper,2023-10-29 13:28:28,2023-10-29 22:27:28,539,634,339,465,43
1984,Karol Bagh - Namakkal Bus Terminus,BH 8967 PB,Blue,VOLVO BUSES,AC Sleeper,2023-09-12 20:47:36,2023-09-13 06:17:36,570,610,8,138,51
1985,Pulwama Bus Terminal - Ranchi Inter-State Bus Terminal,BH 6390 PD,Purple,SOLARIS,Non AC Sleeper,2023-09-22 08:13:06,2023-09-22 18:26:06,613,448,147,241,30
1986,Firozabad Stand - Palampur Bus Stand,BH 3558 EG,Blue,VOLVO BUSES,AC Sleeper,2023-10-16 12:37:11,2023-10-16 23:34:11,657,711,112,169,31
1987,Surendranagar Bus Depot - Kakching Bus Stand,BH 1959 IH,Green,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-09-02 17:44:38,2023-09-03 04:46:38,662,379,294,416,49
1988,Sangli Bus Stand - Panipat Bus Station,BH 1918 KZ,Yellow,BYD COMPANY LTD,Non AC Executive,2023-09-11 16:10:22,2023-09-12 00:52:22,522,840,196,25,45
1989,Nehru Place - Secunderabad Bus Station,BH 8651 DI,Red,VOLVO BUSES,AC Executive,2023-09-22 19:09:02,2023-09-23 04:30:02,561,1263,1,322,45
1990,Mangan Bus Station - Howrah Bus Station,BH 9162 FT,Purple,FORCE MOTORS,AC Executive,2023-10-18 05:09:52,2023-10-18 16:17:52,668,1093,363,374,37
1991,Faridkot Bus Station - Singtam Bus Stop,BH 8521 OZ,Yellow,SOLARIS,AC Sleeper,2023-10-04 12:33:59,2023-10-04 22:44:59,611,653,310,366,44
1992,Dharmanagar Bus Stop - Pakur Bus Stand,BH 1198 PR,Yellow,SOLARIS,Non AC Executive,2023-09-19 12:20:50,2023-09-19 23:49:50,689,936,425,252,30
1993,Tuensang Bus Station - Raigad Bus Stop,BH 2159 KS,Purple,FORCE MOTORS,AC Executive,2023-09-08 08:55:29,2023-09-08 18:36:29,581,1153,406,200,53
1994,Gorakhpur Bus Stand - Khandwa Bus Stop,BH 8602 AW,Black,BLUE BIRD CORPORATION,Non AC Sleeper,2023-10-25 06:42:20,2023-10-25 18:13:20,691,381,106,96,34
1995,Bargarh Bus Stand - Diu Bus Terminal,BH 6116 UC,Grey,VOLVO BUSES,AC Sleeper,2023-10-13 15:31:42,2023-10-14 02:50:42,679,523,463,433,46
1996,Saharsa Bus Stop - Chandni Chowk,BH 4131 QD,Purple,SOLARIS,AC Sleeper,2023-10-05 11:08:42,2023-10-05 21:53:42,645,580,208,18,30
1997,Mancherial Bus Stand - Mahasamund Bus Depot,BH 5448 RV,Brown,TATA MOTORS,AC Sleeper,2023-10-02 04:36:02,2023-10-02 15:37:02,661,653,338,447,42
1998,Chittorgarh Stand - Eluru Bus Complex,BH 0675 NU,Green,TATA MOTORS,Non AC Executive,2023-09-08 05:02:19,2023-09-08 16:06:19,664,836,51,352,46
1999,Ludhiana Inter-State Bus Terminal - Gangtok Bus Stand,BH 9187 NS,Yellow,BLUE BIRD CORPORATION,AC Sleeper,2023-09-06 16:33:35,2023-09-07 02:53:35,620,558,302,361,46
2000,Chhindwara Bus Terminal - Hajipur Bus Depot,BH 9455 NV,Black,MAHINDRA & MAHINDRA,Non AC Executive,2023-09-04 08:31:05,2023-09-04 19:45:05,674,826,90,214,54
2001,Balod Bus Terminal - Rayagada Bus Stop,BH 3836 RL,Red,TATA MOTORS,AC Executive,2023-10-22 01:44:55,2023-10-22 11:55:55,611,1002,454,467,47
2002,Vellore New Bus Stand - Nagercoil New Bus Stand,BH 0179 QV,Pink,EICHER MOTORS,Non AC Executive,2023-10-11 02:16:20,2023-10-11 14:01:20,705,813,128,133,44
2003,Hazaribagh Bus Station - Tirunelveli New Bus Stand,BH 2793 DD,Red,EICHER MOTORS,Non AC Sleeper,2023-09-30 17:30:39,2023-10-01 02:23:39,533,325,245,127,55
2004,Mahasamund Bus Depot - Dungarpur Bus Stop,BH 0447 HC,Blue,SOLARIS,AC Executive,2023-10-18 01:41:20,2023-10-18 10:26:20,525,1032,447,69,30
2005,Midnapore Bus Stand - Berhampur Bus Stand,BH 0016 AN,Brown,BLUE BIRD CORPORATION,Non AC Executive,2023-10-25 15:10:43,2023-10-26 02:49:43,699,778,390,459,31
2006,Rampur Bus Stand - Valpoi Bus Stand,BH 0549 PV,Purple,ASHOK LEYLAND,Non AC Sleeper,2023-09-13 13:35:48,2023-09-14 01:12:48,697,500,179,402,45
2007,Sahebganj Bus Stop - Jamui Bus Stop,BH 6795 LR,Black,TATA MOTORS,AC Executive,2023-10-16 22:57:46,2023-10-17 08:09:46,552,1073,249,216,40
2008,Udaipur City Depot - Damoh Bus Stand,BH 0281 LW,Yellow,MAHINDRA & MAHINDRA,Non AC Executive,2023-10-03 03:40:46,2023-10-03 15:19:46,699,996,63,89,42
2009,Wardha Bus Station - Jagityal Bus Terminal,BH 1428 YD,White,SOLARIS,AC Executive,2023-10-17 00:22:46,2023-10-17 10:39:46,617,1140,199,337,35
2010,Sirmaur Bus Stand - Midnapore Bus Stand,BH 0751 RY,Green,FORCE MOTORS,Non AC Sleeper,2023-10-11 13:15:30,2023-10-12 00:32:30,677,470,172,390,39
2011,Dungarpur Bus Stop - Kasaragod Bus Stand,BH 1129 FZ,Green,ASHOK LEYLAND,Non AC Sleeper,2023-09-21 15:25:08,2023-09-21 23:34:08,489,421,69,270,32
2012,Chittorgarh Stand - Sambalpur Bus Station,BH 7357 SF,Green,ASHOK LEYLAND,AC Executive,2023-09-20 12:10:50,2023-09-20 21:59:50,589,1193,71,460,47
2013,Rayagada Bus Stop - Adoor Bus Stop,BH 4830 VF,Red,SOLARIS,AC Sleeper,2023-09-19 02:44:09,2023-09-19 13:52:09,668,703,467,278,43
2014,Gandhidham Bus Stand - Kodungallur Bus Stand,BH 1856 HP,Pink,MAHINDRA & MAHINDRA,Non AC Executive,2023-10-16 05:39:12,2023-10-16 15:45:12,606,933,295,277,41
2015,Pakur Bus Stand - Bagalkot Bus Station,BH 1871 DB,Green,BLUE BIRD CORPORATION,Non AC Sleeper,2023-09-27 16:45:36,2023-09-28 02:38:36,593,474,252,236,42
2016,Nagpur Central Bus Station - Bomdila Bus Station,BH 7681 ZU,Black,SOLARIS,AC Sleeper,2023-10-24 16:24:28,2023-10-25 03:10:28,646,642,183,412,39
2017,Panaji Bus Stand - Singtam Bus Stop,BH 9888 KT,Black,EICHER MOTORS,AC Executive,2023-10-04 04:28:49,2023-10-04 15:07:49,639,1104,393,366,39
2018,Mandsaur Bus Depot - Siwan Bus Station,BH 1854 RO,Purple,BLUE BIRD CORPORATION,AC Sleeper,2023-09-22 16:30:07,2023-09-23 01:32:07,542,624,93,215,55
